
;1.0;0.0;0.0;0.0;0.0;0.0
;1.0;0.0;0.0;0.0;0.0;0.0
;1.0;0.0;0.0;0.0;0.0;0.0
;0.988;0.011;0.0;0.0;0.001;0.0
;0.988;0.01;0.001;0.001;0.0;0.001
;0.969;0.031;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.939;0.061;0.0;0.0;0.0
;0.045;0.914;0.041;0.0;0.0;0.0
;0.033;0.945;0.022;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;1.0;0.0;0.0;0.0
;0.0;0.037;0.92;0.043;0.0;0.0
;0.0;0.039;0.929;0.031;0.0;0.0
;0.0;0.0;0.929;0.071;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.964;0.036;0.0
;0.0;0.0;0.05;0.926;0.024;0.0
;0.0;0.0;0.017;0.949;0.034;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;1.0;0.0
;0.0;0.0;0.0;0.059;0.899;0.042
;0.0;0.0;0.0;0.156;0.719;0.125
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.049;0.951
;0.0;0.0;0.0;0.0;0.024;0.976
;0.0;0.0;0.0;0.0;0.0;1.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0
