
;0.922;0.067;0.004;0.0;0.0;0.004;0.0;0.004;0.0;0.0;0.0
;0.04;0.871;0.066;0.004;0.004;0.009;0.002;0.004;0.0;0.0;0.0
;0.0;0.126;0.657;0.113;0.049;0.042;0.01;0.003;0.0;0.0;0.0
;0.007;0.022;0.223;0.381;0.245;0.101;0.007;0.014;0.0;0.0;0.0
;0.0;0.012;0.095;0.131;0.375;0.375;0.006;0.006;0.0;0.0;0.0
;0.0;0.004;0.018;0.024;0.048;0.701;0.072;0.133;0.0;0.0;0.0
;0.0;0.004;0.012;0.004;0.004;0.333;0.215;0.427;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.001;0.029;0.026;0.943;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
