
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.96798;0.030788;0.001232;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.976261;0.023739;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.976134;0.023866;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.971292;0.028708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.976331;0.023669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.970588;0.029412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.024186;0.951628;0.023256;0.0;0.00093;0.0;0.0;0.0;0.0;0.0
;0.0;0.025;0.921429;0.053571;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.027607;0.941718;0.030675;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.059829;0.905983;0.034188;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.056604;0.886792;0.056604;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.067797;0.915254;0.016949;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
